,GEO,AGE,UNIT,SEX,INDIC_EM,Value,DATE
1144,Slovakia,From 55 to 64 years,Thousand persons,Females,Active population,72.0,2007-01-01
1145,Slovakia,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),65.0,2007-01-01
1146,Slovakia,From 55 to 64 years,Percentage of total population,Total,Active population,38.8,2007-01-01
1147,Slovakia,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),35.6,2007-01-01
1148,Slovakia,From 55 to 64 years,Percentage of total population,Males,Active population,57.0,2007-01-01
1149,Slovakia,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),52.5,2007-01-01
1150,Slovakia,From 55 to 64 years,Percentage of total population,Females,Active population,23.3,2007-01-01
1151,Slovakia,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),21.2,2007-01-01
1152,Finland,From 15 to 24 years,Thousand persons,Total,Active population,341.0,2007-01-01
1153,Finland,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),285.0,2007-01-01
1154,Finland,From 15 to 24 years,Thousand persons,Males,Active population,168.0,2007-01-01
1155,Finland,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),141.0,2007-01-01
1156,Finland,From 15 to 24 years,Thousand persons,Females,Active population,173.0,2007-01-01
1157,Finland,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),144.0,2007-01-01
1158,Finland,From 15 to 24 years,Percentage of total population,Total,Active population,53.4,2007-01-01
1159,Finland,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),44.6,2007-01-01
1160,Finland,From 15 to 24 years,Percentage of total population,Males,Active population,53.3,2007-01-01
1161,Finland,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),44.5,2007-01-01
1162,Finland,From 15 to 24 years,Percentage of total population,Females,Active population,53.6,2007-01-01
1163,Finland,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),44.7,2007-01-01
1164,Finland,From 25 to 54 years,Thousand persons,Total,Active population,1868.0,2007-01-01
1165,Finland,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),1768.0,2007-01-01
1166,Finland,From 25 to 54 years,Thousand persons,Males,Active population,973.0,2007-01-01
1167,Finland,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),926.0,2007-01-01
1168,Finland,From 25 to 54 years,Thousand persons,Females,Active population,894.0,2007-01-01
1169,Finland,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),842.0,2007-01-01
1170,Finland,From 25 to 54 years,Percentage of total population,Total,Active population,88.0,2007-01-01
1171,Finland,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),83.4,2007-01-01
1172,Finland,From 25 to 54 years,Percentage of total population,Males,Active population,90.4,2007-01-01
1173,Finland,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),86.0,2007-01-01
1174,Finland,From 25 to 54 years,Percentage of total population,Females,Active population,85.6,2007-01-01
1175,Finland,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),80.6,2007-01-01
1176,Finland,From 55 to 64 years,Thousand persons,Total,Active population,433.0,2007-01-01
1177,Finland,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),406.0,2007-01-01
1178,Finland,From 55 to 64 years,Thousand persons,Males,Active population,216.0,2007-01-01
1179,Finland,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),201.0,2007-01-01
1180,Finland,From 55 to 64 years,Thousand persons,Females,Active population,217.0,2007-01-01
1181,Finland,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),205.0,2007-01-01
1182,Finland,From 55 to 64 years,Percentage of total population,Total,Active population,58.8,2007-01-01
1183,Finland,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),55.0,2007-01-01
1184,Finland,From 55 to 64 years,Percentage of total population,Males,Active population,59.1,2007-01-01
1185,Finland,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),55.1,2007-01-01
1186,Finland,From 55 to 64 years,Percentage of total population,Females,Active population,58.4,2007-01-01
1187,Finland,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),55.0,2007-01-01
1188,Sweden,From 15 to 24 years,Thousand persons,Total,Active population,614.0,2007-01-01
1189,Sweden,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),496.0,2007-01-01
1190,Sweden,From 15 to 24 years,Thousand persons,Males,Active population,311.0,2007-01-01
1191,Sweden,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),253.0,2007-01-01
1192,Sweden,From 15 to 24 years,Thousand persons,Females,Active population,303.0,2007-01-01
1193,Sweden,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),243.0,2007-01-01
1194,Sweden,From 15 to 24 years,Percentage of total population,Total,Active population,52.2,2007-01-01
1195,Sweden,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),42.2,2007-01-01
1196,Sweden,From 15 to 24 years,Percentage of total population,Males,Active population,51.8,2007-01-01
1197,Sweden,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),42.0,2007-01-01
1198,Sweden,From 15 to 24 years,Percentage of total population,Females,Active population,52.7,2007-01-01
1199,Sweden,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),42.3,2007-01-01
1200,Sweden,From 25 to 54 years,Thousand persons,Total,Active population,3247.0,2007-01-01
1201,Sweden,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3104.0,2007-01-01
1202,Sweden,From 25 to 54 years,Thousand persons,Males,Active population,1704.0,2007-01-01
1203,Sweden,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1634.0,2007-01-01
1204,Sweden,From 25 to 54 years,Thousand persons,Females,Active population,1543.0,2007-01-01
1205,Sweden,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1470.0,2007-01-01
1206,Sweden,From 25 to 54 years,Percentage of total population,Total,Active population,90.0,2007-01-01
1207,Sweden,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),86.1,2007-01-01
1208,Sweden,From 25 to 54 years,Percentage of total population,Males,Active population,92.9,2007-01-01
1209,Sweden,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),89.1,2007-01-01
1210,Sweden,From 25 to 54 years,Percentage of total population,Females,Active population,87.1,2007-01-01
1211,Sweden,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),83.0,2007-01-01
1212,Sweden,From 55 to 64 years,Thousand persons,Total,Active population,889.0,2007-01-01
1213,Sweden,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),854.0,2007-01-01
1214,Sweden,From 55 to 64 years,Thousand persons,Males,Active population,467.0,2007-01-01
1215,Sweden,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),446.0,2007-01-01
1216,Sweden,From 55 to 64 years,Thousand persons,Females,Active population,422.0,2007-01-01
1217,Sweden,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),407.0,2007-01-01
1218,Sweden,From 55 to 64 years,Percentage of total population,Total,Active population,72.8,2007-01-01
1219,Sweden,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),70.0,2007-01-01
1220,Sweden,From 55 to 64 years,Percentage of total population,Males,Active population,76.2,2007-01-01
1221,Sweden,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),72.9,2007-01-01
1222,Sweden,From 55 to 64 years,Percentage of total population,Females,Active population,69.4,2007-01-01
1223,Sweden,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),67.0,2007-01-01
1224,United Kingdom,From 15 to 24 years,Thousand persons,Total,Active population,4727.0,2007-01-01
1225,United Kingdom,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),4052.0,2007-01-01
1226,United Kingdom,From 15 to 24 years,Thousand persons,Males,Active population,2476.0,2007-01-01
1227,United Kingdom,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),2084.0,2007-01-01
1228,United Kingdom,From 15 to 24 years,Thousand persons,Females,Active population,2251.0,2007-01-01
1229,United Kingdom,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),1968.0,2007-01-01
1230,United Kingdom,From 15 to 24 years,Percentage of total population,Total,Active population,61.4,2007-01-01
1231,United Kingdom,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),52.6,2007-01-01
1232,United Kingdom,From 15 to 24 years,Percentage of total population,Males,Active population,64.2,2007-01-01
1233,United Kingdom,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),54.0,2007-01-01
1234,United Kingdom,From 15 to 24 years,Percentage of total population,Females,Active population,58.6,2007-01-01
1235,United Kingdom,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),51.3,2007-01-01
1236,United Kingdom,From 25 to 54 years,Thousand persons,Total,Active population,21241.0,2007-01-01
1237,United Kingdom,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),20439.0,2007-01-01
1238,United Kingdom,From 25 to 54 years,Thousand persons,Males,Active population,11384.0,2007-01-01
1239,United Kingdom,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),10959.0,2007-01-01
1240,United Kingdom,From 25 to 54 years,Thousand persons,Females,Active population,9857.0,2007-01-01
1241,United Kingdom,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),9480.0,2007-01-01
1242,United Kingdom,From 25 to 54 years,Percentage of total population,Total,Active population,84.5,2007-01-01
1243,United Kingdom,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),81.3,2007-01-01
